Movie_name,Movie_release_date,Ratings,Wikipedia_movie_ID,Actor_ethnicity,Movie_countries,Nomination
Love Love Love,1989,4.8,12130717.0,Punjabis,{'India'},False
Love Marriage,1959,7.6,11007979.0,Nepali Indian,{'India'},False
Love Me If You Dare,2003,7.5,1511944.0,French,"{'Belgium', 'France'}",False
Love Me Tender,1956,6.2,670445.0,Romani people,{'United States of America'},False
Love Me or Leave Me,1955,7.1,161438.0,Irish Americans,{'United States of America'},True
"Love Me, Love My Money",2001,5.9,16785317.0,Hongkongers,{'Hong Kong'},False
Love N' Dancing,2009,5.4,22565598.0,Danish Americans,{'United States of America'},False
Love Nest,1951,6.2,9652343.0,Norwegian Americans,{'United States of America'},False
Love Object,2003,6.3,2884125.0,Puerto Ricans,{'United States of America'},False
Love Phobia,2006,6.9,9460450.0,Koreans,{'South Korea'},False
Love Potion No. 9,1992,5.7,2167727.0,Italian Americans,{'United States of America'},False
Love Ranch,2010,5.6,27122528.0,Jewish people,{'United States of America'},False
Love Songs,2007,7.0,11408406.0,French,{'France'},False
Love Stinks,1999,5.7,2592877.0,Croats,{'United States of America'},False
Love Story,1970,6.9,11577392.0,Hungarian Americans,{'United States of America'},True
Love Story,1981,6.4,9713100.0,Punjabis,{'India'},True
Love Story 2050,2008,2.6,10965647.0,Parsi,{'India'},False
Love That Brute,1950,6.3,28478510.0,Cuban Americans,{'United States of America'},False
Love Thy Neighbor,1940,6.8,25561829.0,Jewish people,{'United States of America'},False
Love Thy Neighbour,1973,5.8,27049275.0,English people,{'United Kingdom'},False
Love Today,1997,8.6,9674442.0,Indian,{'India'},False
Love Undercover,2002,6.5,19112507.0,Chinese Americans,{'Hong Kong'},False
Love Walked In,1997,5.3,14645904.0,Irish Americans,"{'United States of America', 'Argentina'}",False
Love Will Tear Us Apart,1999,6.0,24620793.0,Hongkongers,{'Hong Kong'},False
Love Wind Love Song,1999,6.2,32528852.0,Koreans,{'South Korea'},False
Love You Hamesha,2001,5.4,26950647.0,Indian,{'India'},False
Love and Action in Chicago,1999,4.9,31046582.0,African Americans,{'United States of America'},False
Love and Anger,1969,5.8,26362627.0,Jewish people,"{'Italy', 'France'}",False
Love and Bullets,1979,5.6,16022316.0,Lithuanian American,{'United Kingdom'},False
Love and Death,1975,7.6,917363.0,Jewish people,{'United States of America'},False
Love and Death on Long Island,1997,6.9,303847.0,English people,"{'Canada', 'United Kingdom'}",False
Love and Human Remains,1993,6.6,1217278.0,English Canadians,{'Canada'},False
Love and Other Dilemmas,2006,6.3,15564747.0,Italian Canadians,{'Canada'},False
Love and Other Disasters,2006,6.1,6917971.0,White British,"{'United States of America', 'United Kingdom', 'France'}",False
Love and Other Troubles,2012,5.6,32920959.0,Australians,{'Finland'},False
Love and Pain and the Whole Damn Thing,1973,6.6,8656846.0,English people,{'United States of America'},False
Love and Troubles,1958,6.3,22078075.0,Italians,{'Italy'},False
Love and a .45,1994,6.0,5647190.0,peoples,{'United States of America'},False
Love and a Bullet,2002,5.0,25389799.0,African Americans,{'United States of America'},False
Love at First Hiccup,2009,5.5,28354779.0,Jewish people,"{'United States of America', 'Denmark'}",False
Love at Large,1990,5.7,19011948.0,African Americans,{'United States of America'},False
Love for Sale,2008,5.2,23795113.0,African Americans,{'United States of America'},False
Love from Ground Zero,1998,7.4,22609871.0,White Americans,{'United States of America'},False
Love in Canada,1979,3.8,20904632.0,Parsi,{'Canada'},False
Love in Simla,1960,6.9,4732106.0,Indian,{'India'},False
Love in a Fallen City,1984,6.2,23907048.0,Hongkongers,{'Hong Kong'},False
Love in a Goldfish Bowl,1961,5.1,32644906.0,Irish Americans,{'United States of America'},False
Love in the Afternoon,1957,7.1,3834305.0,Irish people,{'United States of America'},False
Love in the Time of Cholera,2007,6.4,11436273.0,English Americans,"{'United States of America', 'Colombia'}",False
Love of May,2004,5.8,9336056.0,Taiwanese,{'Taiwan'},False
Love on Delivery,1994,6.9,9362760.0,Hongkongers,{'Hong Kong'},False
Love on the Rocks,2004,5.6,15395524.0,Hongkongers,{'Hong Kong'},False
Love with the Proper Stranger,1963,7.2,210224.0,Jewish people,{'United States of America'},True
Love! Valour! Compassion!,1997,7.0,18168131.0,Italian Americans,{'United States of America'},False
Love's Abiding Joy,2006,6.8,10992573.0,African Americans,{'United States of America'},False
Love's Brother,2004,6.2,1597728.0,Italians,"{'United Kingdom', 'Australia'}",False
Love's Labour's Lost,2000,5.9,296997.0,Irish Americans,"{'United States of America', 'United Kingdom', 'Canada', 'France'}",False
"Love, Sex and Eating the Bones",2003,5.8,6211335.0,African Americans,{'Canada'},False
"Love, So Divine",2004,6.3,12430435.0,Koreans,{'South Korea'},False
"Love, Wedding, Marriage",2011,4.8,31083557.0,Cherokee,{'United States of America'},False
Lovecraft: Fear of the Unknown,2008,7.2,23881451.0,English people,{'United States of America'},False
Loved,1997,4.7,29377746.0,Jewish people,{'United States of America'},False
Loveless in Los Angeles,2007,4.6,4549179.0,African Americans,{'United States of America'},False
Lovelife,1997,5.6,5108427.0,Irish Americans,{'United States of America'},False
Lovely,2001,5.9,25348508.0,Indian,{'India'},False
Lovely & Amazing,2001,6.7,2958168.0,Iraqi Americans,{'United States of America'},False
Lovely But Deadly,1981,4.1,17793137.0,Jewish people,{'United States of America'},False
Lovely to Look At,1952,6.2,21859894.0,Hungarian Americans,{'United States of America'},False
Lover Boy,1985,3.6,36083297.0,Indian,{'India'},False
Lover Come Back,1946,6.1,34992096.0,Scottish Americans,{'United States of America'},True
Lover Come Back,1961,7.1,6178986.0,Jewish people,{'United States of America'},True
Loverboy,1989,6.1,12053509.0,Irish Americans,{'United States of America'},False
Loverboy,2005,5.3,5892193.0,Scottish Americans,{'United States of America'},False
Lovers and Liars,1979,4.8,4213183.0,Italians,{'Italy'},False
Lovers and Other Strangers,1970,6.6,1367110.0,Jewish people,{'United States of America'},True
Lovesick,1983,5.2,2925896.0,American Jews,{'United States of America'},False
Lovespell,1981,5.1,27244274.0,Irish Americans,"{'United States of America', 'Ireland', 'United Kingdom'}",False
Lovestruck,2005,7.0,4366275.0,Chinese Filipino,{'Philippines'},False
Lovin' Molly,1974,5.5,930894.0,Dutch Americans,{'United States of America'},False
Loving,1970,6.1,5474126.0,Irish Americans,{'United States of America'},True
Loving Annabelle,2006,6.2,9673848.0,Jewish people,{'United States of America'},False
Loving Couples,1964,6.6,21759848.0,Swedes,{'Sweden'},False
Loving Couples,1980,5.1,15132975.0,English Americans,{'United States of America'},False
Loving You,1957,6.4,1709334.0,Romani people,{'United States of America'},False
Loving You,2008,6.1,15733419.0,Kapampangan people,{'Philippines'},False
Low Life,2004,6.0,14021024.0,Koreans,{'South Korea'},False
Lower Learning,2008,4.0,18060738.0,Italian Americans,{'United States of America'},False
Loyalties,1986,6.8,14883772.0,First Nations,"{'Canada', 'United Kingdom'}",False
Lucas,1986,6.9,711102.0,Americans,{'United States of America'},False
Luchino Visconti,1999,6.2,29832084.0,Sicilian Americans,{'Italy'},False
Lucignolo,1999,5.3,35570671.0,Italians,{'Italy'},False
Luck,2009,4.9,18179608.0,Bhutia,{'India'},False
Lucky,2011,5.3,32420843.0,Swedish Americans,{'United States of America'},False
Lucky,2011,7.2,32420843.0,Swedish Americans,{'United States of America'},False
Lucky,2011,7.2,32420843.0,Swedish Americans,{'United States of America'},False
Lucky 13,2005,4.5,4111583.0,Irish Americans,{'United States of America'},False
Lucky Break,2001,6.2,15112860.0,English people,"{'United Kingdom', 'Germany'}",False
Lucky Cisco Kid,1940,5.9,17475229.0,Cuban Americans,{'United States of America'},False
Lucky Jordan,1942,6.4,30665001.0,Jewish people,{'United States of America'},False
Lucky Lady,1975,5.2,18892860.0,Jewish people,{'United States of America'},False
Lucky Luciano,1973,6.4,31981632.0,Italians,"{'United States of America', 'Italy', 'France'}",False
Lucky Man,1995,6.1,26862467.0,Tamil,{'India'},False
Lucky Me,1954,6.0,33205804.0,Jewish people,{'United States of America'},False
Lucky Miles,2007,7.1,9618457.0,Que viva el amor de Chaves,"{'New Zealand', 'Australia'}",False
Lucky Number Slevin,2006,7.7,4235653.0,Swedes,"{'United States of America', 'Germany'}",False
Lucky Numbers,2000,5.1,6086631.0,English people,"{'United States of America', 'France'}",False
Lucky Stars Go Places,1986,5.5,12118772.0,Hongkongers,{'Hong Kong'},False
Lucky: No Time for Love,2005,4.6,2359987.0,Bengali,{'India'},False
Luckytown,2000,4.7,3377729.0,German Americans,{'United States of America'},False
Ludwig,1973,7.5,2866444.0,Italians,"{'Italy', 'West Germany', 'France', 'Germany'}",True
Lulu,1996,5.7,24408760.0,African Americans,{'Canada'},False
Lulu,1918,4.6,15325120.0,Hungarian Americans,{'Hungary'},False
Lulu Belle,1948,5.8,22785812.0,Irish Americans,{'United States of America'},False
Lulu and Jimi,2009,5.2,25221701.0,Germans,{'Germany'},False
Lulu on the Bridge,1998,6.2,2547497.0,Polish Americans,{'United States of America'},False
Lumumba,2000,7.2,930141.0,French,"{'Haiti', 'Belgium', 'France', 'Germany'}",False
Luna Papa,1999,7.2,2060421.0,Germans,"{'Austria', 'Germany', 'Japan', 'France', 'Uzbekistan', 'Switzerland', 'Russia'}",False
Lunacy,2005,7.1,6446874.0,Czechs,"{'Czech Republic', 'Slovak Republic', 'Slovakia'}",False
Lunatics and Lovers,1976,5.7,22188591.0,Italians,{'Italy'},False
Lunch Wagon,1981,4.7,6241237.0,African Americans,{'United States of America'},False
Lured,1947,7.0,8202158.0,Scottish Americans,{'United States of America'},False
Lust for Gold,1949,6.8,20066135.0,Scottish Americans,{'United States of America'},False
Lust for Life,1956,7.3,161460.0,Jewish people,{'United States of America'},True
"Lust, Caution",2007,7.5,5631382.0,Hongkongers,"{'United States of America', 'Taiwan', 'China', 'Hong Kong'}",False
Luther,2003,6.6,12336807.0,English people,"{'United States of America', 'Germany'}",False
Luv,1967,5.3,26723623.0,Czech Americans,{'United States of America'},False
Luv Shuv Tey Chicken Khurana,2012,6.6,34501845.0,Indian,{'India'},False
Lycanthrope,1999,3.5,7272571.0,African Americans,{'United States of America'},False
Lying,2006,4.9,5083764.0,Jewish people,{'United States of America'},False
Lying Lips,1939,4.6,2666222.0,African Americans,{'United States of America'},False
Lymelife,2008,6.8,18965892.0,English Americans,{'United States of America'},False
Léon: The Professional,1994,8.5,40672.0,Israeli Americans,{'France'},False
M,1931,8.3,66322.0,Jewish people,"{'Weimar Republic', 'Germany'}",False
M,1951,6.8,1301789.0,Scottish Americans,{'United States of America'},False
M,2007,6.1,15287430.0,Koreans,{'South Korea'},False
M,2007,7.7,15287430.0,Koreans,{'South Korea'},False
M. Butterfly,1993,6.7,452211.0,English people,{'United States of America'},False
Ma 6-T va crack-er,1997,5.7,3864332.0,French,{'France'},False
Maa,1992,5.9,35825940.0,Indian,{'India'},False
Maa,1976,6.1,36161296.0,Indian,{'India'},False
Maa,1992,5.9,35825940.0,Indian,{'India'},False
Maa Ayana Chanti Pilladu,2008,4.2,18895294.0,Indian,{'India'},False
Maa Inti Premayanam,1983,6.0,25496071.0,Indian,{'India'},False
Maa Kasam,1985,4.8,32191033.0,Indian,{'India'},False
Maa Nannaki Pelli,1997,6.4,28070213.0,Indian,{'India'},False
Maa Pelliki Randi,2000,3.4,35617134.0,Indian,{'India'},False
Maa Tujhhe Salaam,2002,3.7,25575072.0,Indian,{'India'},False
Maachis,1996,7.7,2506380.0,Indian,{'India'},True
Maampazhakkaalam,2004,4.5,26322280.0,Malayali,{'India'},False
Maan Apmaan,1979,4.7,20904636.0,Indian,{'India'},False
Maan Gaye Ustaad,1981,6.0,35879715.0,Indian,{'India'},False
Maanagara Kaaval,1991,7.2,36344689.0,Indian,{'India'},False
Maanbumigu Maanavan,1996,6.7,9678161.0,Tamil,{'India'},False
Maang Bharo Sajana,1980,5.3,15368194.0,Indian,{'India'},False
Maanthrikam,1995,6.3,28888599.0,Indian,{'India'},False
Maaro,2011,5.0,31425262.0,Indian,{'India'},False
Maasilamani,2009,6.5,23400698.0,Indian,{'India'},False
Maaveeran,1986,5.5,10640941.0,Marathi people,{'India'},False
Maavichiguru,1996,6.4,36360380.0,Indian,{'India'},False
Maayavi,2005,4.9,5657238.0,Tamil,{'India'},False
Maayi,2000,4.6,16166233.0,Indian,{'India'},False
Mac,1992,6.2,24380314.0,Poles,{'United States of America'},False
MacArthur,1977,6.5,10051590.0,Scottish Americans,{'United States of America'},False
MacArthur's Children,1984,6.9,2100740.0,Japanese people,{'Japan'},False
MacGruber,2010,5.6,25542269.0,Irish Americans,{'United States of America'},False
Macaroni,1985,6.4,22225351.0,Italians,{'Italy'},False
Macbeth,1948,7.4,1966825.0,Irish people,{'United States of America'},False
Macbeth,1971,7.4,533378.0,English people,"{'United States of America', 'United Kingdom'}",False
Macbeth,2006,4.6,6652508.0,English Australian,"{'New Zealand', 'Australia'}",False
Macbeth,2006,1.7,6652508.0,English Australian,"{'New Zealand', 'Australia'}",False
Machete,2010,6.6,10304105.0,Mexican Americans,{'United States of America'},False
Machine,2007,2.8,20844864.0,Italian Americans,{'United States of America'},False
Machine Gun McCain,1969,6.1,22320123.0,Swedes,{'Italy'},False
Machine Gun Preacher,2011,6.7,27216746.0,Irish migration to Great Britain,{'United States of America'},False
Machine-Gun Kelly,1958,6.1,22660896.0,Jewish people,{'United States of America'},False
Macho Callahan,1970,5.5,27713939.0,Jewish people,"{'United States of America', 'Mexico'}",False
Machuca,2004,7.7,983560.0,Chileans,"{'United Kingdom', 'Chile', 'France', 'Spain'}",False
Mackenna's Gold,1969,6.7,345825.0,Jewish people,{'United States of America'},False
Mackintosh and T.J.,1975,7.0,30897354.0,White Americans,{'United States of America'},False
Mad About Mambo,2000,5.9,6117093.0,Jewish people,"{'United States of America', 'Ireland', 'United Kingdom'}",False
Mad City,1997,6.3,12637837.0,Italian Americans,{'United States of America'},False
Mad Cowgirl,2006,4.5,6817168.0,Jewish people,{'United States of America'},False
Mad Dog Morgan,1976,6.1,12186683.0,Que viva el amor de Chaves,{'Australia'},False
Mad Dog Time,1996,5.4,4697464.0,Russian Americans,{'United States of America'},False
Mad Dog and Glory,1993,6.2,2861847.0,Italian Americans,{'United States of America'},False
Mad Dogs and Englishmen,1995,3.9,29397961.0,English people,{'United Kingdom'},False
Mad Love,1935,7.2,2310279.0,Jewish people,{'United States of America'},False
Mad Love,1995,5.3,4731904.0,Irish Americans,{'United States of America'},False
Mad Love,2001,6.5,4769447.0,Spaniards,"{'Portugal', 'Italy', 'Spain'}",False
Mad Max,1979,6.8,255898.0,Australian Americans,{'Australia'},False
Mad Max 2: The Road Warrior,1981,7.6,262465.0,Australian Americans,{'Australia'},False
Mad Max Beyond Thunderdome,1985,6.2,598868.0,African Americans,"{'United States of America', 'New Zealand', 'Australia'}",False
Mad Money,2008,5.9,13439264.0,African Americans,{'United States of America'},False
Mad at the Moon,1992,4.7,7541527.0,Jewish people,{'United States of America'},False
Madagascar,2005,6.9,17901688.0,English people,{'United States of America'},False
Madagascar 3: Europe's Most Wanted,2012,6.8,21153376.0,Jewish people,{'United States of America'},False
Madagascar: Escape 2 Africa,2008,6.6,3858746.0,African Americans,{'United States of America'},False
Madalena,1960,6.6,21635427.0,names of the Greeks,{'Greece'},False
Madambi,2008,6.4,18340475.0,Indian,{'India'},False
Madame Bovary,1991,6.6,15896033.0,French,{'France'},True
Madame Bovary,1991,6.6,15896033.0,French,{'France'},True
Madame Butterfly,1932,6.0,24658454.0,Jewish people,{'United States of America'},False
Madame Curie,1943,7.2,77663.0,Scottish Americans,{'United States of America'},True
Madame Du Barry,1917,6.6,18204928.0,Jewish people,{'United States of America'},False
Madame Du Barry,1934,6.3,1547061.0,White Latin American,{'United States of America'},False
Madame Rosa,1977,7.1,3387839.0,Jewish people,{'France'},True
Madame Sousatzka,1988,6.6,4950853.0,English people,{'United Kingdom'},False
Madame X,1966,6.9,14052681.0,Mexicans,{'United States of America'},True
Madanolsavam,1978,7.3,11142121.0,Indian,{'India'},False
Made,2001,6.3,1321163.0,Italians,{'United States of America'},False
Made Men,1999,5.9,7572051.0,African Americans,{'United States of America'},False
Made for Each Other,1939,6.2,14240828.0,Scottish Americans,{'United States of America'},False
Made for Each Other,1971,6.3,14069079.0,Italian Americans,{'United States of America'},False
Made for Each Other,2009,4.3,25507521.0,Irish Americans,{'United States of America'},False
Made in America,1993,5.1,3412440.0,Jewish people,{'United States of America'},False
Made in Dagenham,2010,7.1,25594421.0,English people,{'United Kingdom'},False
Made in France,2001,6.1,27948114.0,History of the Jews in Morocco,{'France'},False
Made in Heaven,1987,6.3,10299953.0,White Americans,{'United States of America'},False
Made in Paris,1966,5.4,19273389.0,Swedish Americans,{'United States of America'},False
Made in Romania,2010,4.8,32363269.0,English people,{'United Kingdom'},False
Made of Honor,2008,5.8,14461347.0,Irish Americans,"{'United States of America', 'United Kingdom'}",False
Madea Goes to Jail,2009,4.6,15837630.0,African Americans,{'United States of America'},False
Madea's Big Happy Family,2011,4.8,29828688.0,African Americans,{'United States of America'},False
Madea's Witness Protection,2012,5.0,34361583.0,African Americans,{'United States of America'},False
Madeleine,2003,6.2,34356245.0,Koreans,{'South Korea'},False
Madeline,1998,6.0,11643011.0,English people,"{'United States of America', 'France'}",True
Madeline: Lost in Paris,1999,6.2,4183527.0,American Jews,{'United States of America'},False
Madhosh,1994,7.0,34709993.0,Indian,{'India'},False
Madhoshi,2004,4.6,8056967.0,Parsi,{'India'},False
Madhouse,1974,6.2,7146876.0,Welsh people,"{'United States of America', 'United Kingdom'}",False
Madhumasam,2007,6.4,8150464.0,Indian,{'India'},False
Madhumati,1958,7.7,5008870.0,Pashtuns,{'India'},True
Madigan,1968,6.5,2388465.0,Dutch Americans,{'United States of America'},False
Madigan's Millions,1968,4.1,464292.0,Cuban Americans,"{'United States of America', 'Italy', 'Spain'}",False
Madison,2001,6.3,4386255.0,Irish Americans,{'United States of America'},False
Madness of the Heart,1949,6.1,27476663.0,White British,{'United Kingdom'},False
Madrasta,1996,7.9,22614516.0,Kapampangan people,{'Philippines'},False
Madu Tiga,1964,7.3,8381556.0,Aceh,{'Malaysia'},False
Mafia,1993,5.5,28978641.0,Nair,{'India'},False
Mafia,1996,5.1,33002637.0,Indian,{'India'},False
Mafioso,1962,7.6,9598213.0,Italians,{'Italy'},False
Magadheera,2009,7.7,31803110.0,Indian,{'India'},False
Magadheerudu,1986,7.0,25338519.0,Indian,{'India'},False
Magalir Mattum,1994,7.4,31675638.0,Indian,{'India'},False
Magane En Marumagane,2010,5.0,27484022.0,Indian,{'India'},False
Magic,1978,6.8,896182.0,Irish migration to Great Britain,{'United States of America'},False
Magic,2010,3.7,19522098.0,Jewish people,{'United States of America'},False
Magic,2010,5.5,19522098.0,Jewish people,{'United States of America'},False
Magic Flute Diaries,2008,5.7,35321421.0,Dutch,{'Canada'},False
Magic Kitchen,2004,5.3,13590180.0,Irish Americans,{'Hong Kong'},False
Magic Mike,2012,6.1,5920611.0,m,{'United States of America'},False
Magic Town,1947,6.4,3055521.0,Scottish Americans,{'United States of America'},False
Maging sino ka man,1991,7.2,22113638.0,Kapampangan people,{'Philippines'},False
Magizhchi,2010,3.3,25223371.0,Bunt,{'India'},False
Magnificent Bodyguards,1978,5.5,9996003.0,Hongkongers,"{'China', 'Hong Kong'}",False
Magnolia,1999,8.0,231829.0,African Americans,{'United States of America'},True
Magnum Force,1973,7.2,705984.0,English Americans,{'United States of America'},False
Maha Badmaash,1977,5.6,20904140.0,Indian,{'India'},False
Maha Chor,1976,5.8,20903293.0,Indian,{'India'},False
Maha Shaktimaan,1985,6.8,36083356.0,Indian,{'India'},False
Maha Shaktishaali,1994,6.3,33002608.0,Indian,{'India'},False
Maha-Sangram,1990,5.3,13579944.0,Indian,{'India'},False
Mahaadev,1989,5.7,29495813.0,Punjabis,{'India'},False
Mahaan,1983,6.0,10619849.0,Muslim,{'India'},False
Mahaanta: The Film,1997,4.1,34164539.0,Indian,{'India'},False
Mahabharat,1965,7.1,19026928.0,Bengali,{'India'},False
Mahaguru,1985,5.3,10658731.0,Kayastha,{'India'},False
Mahakaal,2008,4.0,20051217.0,Bengali,{'India'},False
Mahakavi Kalidasu,1960,7.2,26448300.0,Indian,{'India'},False
Mahakavi Kalidasu,1960,7.0,26448300.0,Indian,{'India'},False
Mahakavi Kshetrayya,1976,7.7,26292425.0,Telugu people,{'India'},False
Mahal,1949,6.9,10297102.0,Pashtuns,{'India'},False
Mahanagaramlo Mayagadu,1984,5.8,15929345.0,Indian,{'India'},False
Maharadhi,2007,2.0,7681861.0,Indian,{'India'},False
Maharathi,2008,7.1,22114872.0,Indian,{'India'},False
Mahasamudram,2006,3.0,11219515.0,Malayali,{'India'},False
Mahasangram,2006,6.4,30018289.0,Bengali,{'India'},False
Mahathma,2009,5.8,31986229.0,Punjabis,{'India'},False
Mahaveera,1988,4.7,33002512.0,Indian,{'India'},False
Mahayanam,1989,7.3,13915114.0,Ezhava,{'India'},False
Maherchi Sadi,1991,7.5,29009065.0,Indian,{'India'},False
Mahjong,1996,7.4,9710098.0,Taiwanese,{'Taiwan'},False
Mahler,1974,7.0,5536677.0,English people,{'United Kingdom'},False
Mahogany,1975,6.1,1682884.0,African Americans,{'United States of America'},True
Maid in Manhattan,2002,5.4,1755731.0,Stateside Puerto Ricans,{'United States of America'},False
Maid to Order,1987,5.5,9932514.0,American Jews,{'United States of America'},False
Maid's Night Out,1938,6.0,23308812.0,British Americans,{'United States of America'},False
Maid-Droid,2008,5.6,26716752.0,Japanese people,{'Japan'},False
Maidan-E-Jung,1995,3.7,15412308.0,Indian,{'India'},False
Maidstone,1970,4.7,4586481.0,Jewish people,{'United States of America'},False
Mail Order Bride,1964,6.1,14612303.0,Danish Americans,{'United States of America'},False
Main Aisa Hi Hoon,2005,4.9,4584210.0,Punjabis,{'India'},False
Main Awara Hoon,1983,5.0,32236288.0,Indian,{'India'},False
Main Azaad Hoon,1989,7.3,10592815.0,Kayastha,{'India'},False
Main Chup Rahungi,1962,7.8,24478594.0,Indian,{'India'},False
Main Hoon Na,2004,7.1,1456429.0,Bengali,{'India'},True
Main Khiladi Tu Anari,1994,6.5,6170213.0,Indian,{'India'},False
Main Prem Ki Diwani Hoon,2003,3.8,3143908.0,Punjabis,{'India'},False
Main Street,2010,4.8,23114809.0,Irish Americans,{'United States of America'},False
Main Tere Liye,1988,6.6,36060215.0,Indian,{'India'},False
Main Tulsi Tere Aangan Ki,1978,6.6,5995658.0,Gujarati people,{'India'},True
Maine Dil Tujhko Diya,2002,4.0,5256886.0,Indian,{'India'},False
Maine Pyar Kiya,1989,7.3,1460724.0,Sindhis,{'India'},True
Maisie,1939,6.6,14353418.0,Irish people,{'United States of America'},False
Majaal,1987,5.3,35851448.0,Indian,{'India'},False
Majajan,2006,7.2,12383135.0,Punjabis,{'Pakistan'},False
Majboor,1974,7.1,5178822.0,Indian,{'India'},False
Majhli Didi,1967,8.0,33002331.0,Indian,{'India'},False
Majnu,1987,6.9,27707994.0,Telugu people,{'India'},False
Major Chandrakanth,1993,7.0,6452143.0,Indian,{'India'},False
Major Dundee,1965,6.7,2539874.0,Scottish Americans,{'United States of America'},False
Major League,1989,7.2,685987.0,Spanish Americans,{'United States of America'},False
Major League II,1994,5.6,3494676.0,Spanish Americans,{'United States of America'},False
Major League: Back to the Minors,1998,4.7,4559105.0,Croatian Americans,{'United States of America'},False
Major Payne,1995,6.3,1553207.0,African Americans,{'United States of America'},False
Major Saab,1998,5.3,20593843.0,Indian,{'India'},False
Majunu,2001,5.2,6768285.0,Punjabis,{'India'},False
Makalkku,2005,7.2,26611951.0,Nair,{'India'},False
Make Mine Music,1946,6.1,1602289.0,Jewish people,{'United States of America'},False
Make Mine a Million,1959,6.2,18906393.0,English people,{'United Kingdom'},False
Makeup Man,2011,5.4,29130244.0,Tulu people,{'India'},False
Making Mr. Right,1987,5.5,1072763.0,Croatian Americans,{'United States of America'},False
Making Plans for Lena,2009,6.0,30739847.0,French,{'France'},False
Making the Grade,1984,5.6,12045578.0,Jewish people,{'United States of America'},False
Makiusap ka sa Diyos,1991,6.2,22125945.0,Filipino people of Spanish ancestry,{'Philippines'},False
Makkal Aatchi,1995,7.4,36060047.0,Malayali,{'India'},False
Makkal En Pakkam,1987,6.0,34630626.0,Indian,{'India'},False
Makkalai Petra Maharasi,1957,5.6,30640107.0,Indian,{'India'},False
Malabar Wedding,2008,5.0,26638182.0,Malayali,{'India'},False
Malaga,1954,5.0,2456941.0,Jewish people,{'United Kingdom'},False
Malaga,1960,6.6,30797258.0,African Americans,"{'United States of America', 'United Kingdom'}",False
Malaikottai,2007,5.1,12276040.0,Indian,{'India'},False
Malaya,1949,6.5,6893869.0,Irish Americans,{'United States of America'},False
Malayali,2009,5.1,28275706.0,Indian,{'India'},False
Malcolm X,1992,7.7,300972.0,African Americans,{'United States of America'},True
Malcolm X,1992,7.7,300972.0,African Americans,{'United States of America'},True
Male Companion,1964,6.4,18490185.0,French,"{'Italy', 'France'}",False
Male and Female,1919,7.0,1957162.0,Swedish Americans,{'United States of America'},False
Malevil,1981,6.5,31129806.0,French,{'France'},False
Malibu Spring Break,2003,2.4,22747077.0,Hispanic,{'United States of America'},False
Malibu's Most Wanted,2003,5.2,2013364.0,African Americans,{'United States of America'},False
Malice,1993,6.5,2216055.0,Irish people,"{'United States of America', 'Canada'}",False
Malicious,1973,6.3,9221733.0,Italians,{'Italy'},False
Mallepoovu,1978,6.8,28409331.0,Indian,{'India'},False
Malliswari,1951,7.1,26186322.0,Indian,{'India'},False
Malliswari,2004,7.8,6005212.0,British Indian,{'India'},False
Mallrats,1995,7.0,236651.0,Irish Americans,{'United States of America'},False
Malootty,1992,7.2,25929225.0,Indian,{'India'},False
Mama Bhanja,1977,6.4,20904148.0,Indian,{'India'},False
Mama Loves Papa,1945,6.1,31832848.0,Irish people,{'United States of America'},False
Mama's Boy,2007,5.1,10499315.0,White Americans,{'United States of America'},False
Mamarazzi,2010,5.5,28178412.0,Chinese Filipino,{'Philippines'},False
Mamba,1930,5.8,6190944.0,Danish Americans,{'United States of America'},False
Mambo,1954,5.8,26358383.0,African Americans,"{'United States of America', 'Italy'}",False
Mambo Italiano,2003,6.7,1005660.0,Italian Americans,"{'United States of America', 'Canada'}",False
Mame,1974,5.9,8891457.0,Jewish people,{'United States of America'},False
Mamma Mia!,2008,6.5,8425661.0,English people,"{'United States of America', 'United Kingdom', 'Germany'}",False
"Mamma mia, che impressione!",1951,6.0,23687637.0,Italians,{'Italy'},False
Mammo,1994,7.8,12360053.0,Indian,{'India'},False
Mammoth,2009,6.8,13934307.0,White Americans,"{'Sweden', 'Denmark', 'Germany'}",False
Mammuth,2010,6.1,26122705.0,French,{'France'},True
Mammy,1930,5.8,10339194.0,Jewish people,{'United States of America'},False
Mamta,1966,7.0,8629307.0,Bengali,{'India'},True
Man About Town,1939,6.6,28886150.0,Jewish people,{'United States of America'},False
Man About Town,2006,5.5,3333681.0,Italian Canadians,{'United States of America'},False
Man Friday,1975,6.2,16439706.0,Irish migration to Great Britain,"{'United States of America', 'United Kingdom'}",False
Man Jeete Jag Jeet,1973,5.8,35536369.0,Indian,{'India'},False
Man Ki Aankhen,1970,7.0,14719302.0,Muslim,{'India'},False
Man Pasand,1980,6.5,11218181.0,Indian,{'India'},False
Man Trouble,1992,4.7,9457642.0,Chinese Americans,{'United States of America'},False
Man Without a Head,2011,4.9,23624480.0,German Americans,{'United States of America'},False
Man Without a Name,1976,5.6,28036595.0,Hungarians,{'Hungary'},False
Man Without a Star,1955,6.8,23713094.0,Russian Americans,{'United States of America'},False
Man and Boy,1971,5.5,30041907.0,African Americans,{'United States of America'},False
Man at Bath,2010,4.9,28510605.0,French,{'France'},False
