Movie_name,Movie_release_date
Strawberry and Chocolate,1994
Syrup,1994
The Big Story,1994
The Client,1994
The Janitor,1994
The Mask,1994
The Monk and the Fish,1994
The Paper,1994
Triangle,1994
True Lies,1994
Wyatt Earp,1994
Braveheart,1995
Apollo 13,1995
Pocahontas,1995
Restoration,1995
The Usual Suspects,1995
Babe,1995
Sense and Sensibility,1995
Il Postino: The Postman,1995
Dead Man Walking,1995
Leaving Las Vegas,1995
Mighty Aphrodite,1995
A Close Shave,1995
Anne Frank Remembered,1995
Antonia's Line,1995
Lieberman in Love,1995
One Survivor Remembers,1995
Nixon,1995
Batman Forever,1995
Crimson Tide,1995
Toy Story,1995
12 Monkeys,1995
A Little Princess,1995
Richard III,1995
Sabrina,1995
All Things Fair,1995
Brooms,1995
Casino,1995
Don Juan DeMarco,1995
Duke of Groove,1995
Dust of Life,1995
Fiddlefest,1995
Gagarin,1995
Georgia,1995
Hank Aaron: Chasing the Dream,1995
Jim Dine: A Self-Portrait on the Walls,1995
Little Surprises,1995
Mr. Holland's Opus,1995
"My Family, Mi Familia",1995
Never Give Up: The 20th Century Odyssey of Herbert Zipper,1995
O Quatrilho,1995
Rob Roy,1995
Roommates,1995
Runaway Brain,1995
Seven,1995
Shanghai Triad,1995
The American President,1995
The Battle Over Citizen Kane,1995
The Bridges of Madison County,1995
The Chicken from Outer Space,1995
The End,1995
The Living Sea,1995
The Shadow of Hate,1995
The Star Maker,1995
Troublesome Creek: A Midwestern,1995
Tuesday Morning Ride,1995
Unstrung Heroes,1995
Waterworld,1995
The English Patient,1996
Fargo,1996
Shine,1996
Evita,1996
Jerry Maguire,1996
Emma,1996
Independence Day,1996
Sling Blade,1996
Breathing Lessons: The Life and Work of Mark O'Brien,1996
Dear Diary,1996
Kolya,1996
Quest,1996
The Ghost and the Darkness,1996
The Nutty Professor,1996
When We Were Kings,1996
Secrets & Lies,1996
Hamlet,1996
Ghosts of Mississippi,1996
Michael Collins,1996
The Crucible,1996
The Mirror Has Two Faces,1996
The People vs. Larry Flynt,1996
The Portrait of a Lady,1996
Twister,1996
A Chef in Love,1996
An Essay on Matisse,1996
Angels & Insects,1996
Breaking the Waves,1996
Canhead,1996
Cosmic Voyage,1996
Daylight,1996
"De tripas, corazon",1996
Dragonheart,1996
Eraser,1996
Ernst & lyset,1996
Esposados,1996
Fly Away Home,1996
James and the Giant Peach,1996
La Salla,1996
Lone Star,1996
Mandela,1996
Marvin's Room,1996
One Fine Day,1996
Primal Fear,1996
Prisoner of the Mountains,1996
Ridicule,1996
Romeo + Juliet,1996
Senza parole,1996
Sleepers,1996
Special Effects: Anything Can Happen,1996
Star Trek: First Contact,1996
Suzanne Farrell: Elusive Muse,1996
Tell the Truth and Run: George Seldes and the American Press,1996
That Thing You Do!,1996
The Birdcage,1996
The First Wives Club,1996
The Hunchback of Notre Dame,1996
The Line King: The Al Hirschfeld Story,1996
The Other Side of Sunday,1996
The Preacher's Wife,1996
The Rock,1996
The Wild Bunch: An Album in Montage,1996
Trainspotting,1996
Up Close and Personal,1996
Wat's Pig,1996
Titanic,1997
Good Will Hunting,1997
L.A. Confidential,1997
As Good as It Gets,1997
The Full Monty,1997
Men in Black,1997
A Story of Healing,1997
Geri's Game,1997
Karakter,1997
The Long Way Home,1997
Visas and Virtue,1997
Amistad,1997
Kundun,1997
The Wings of the Dove,1997
Boogie Nights,1997
Air Force One,1997
Anastasia,1997
Con Air,1997
Mrs. Brown,1997
The Sweet Hereafter,1997
Wag the Dog,1997
4 Little Girls,1997
Afterglow,1997
Alaska: Spirit of the Wild,1997
Amazon,1997
Ayn Rand: A Sense of Life,1997
Beyond Silence,1997
Colors Straight Up,1997
Contact,1997
Dance Lexie Dance,1997
Deconstructing Harry,1997
Donnie Brasco,1997
Face/Off,1997
Family Video Diaries: Daughter of the Bride,1997
Famous Fred,1997
Four Days in September,1997
Gattaca,1997
Hercules,1997
In & Out,1997
It's Good to Talk,1997
Jackie Brown,1997
My Best Friend's Wedding,1997
Oscar and Lucinda,1997
Redux Riding Hood,1997
Rusalka,1997
Secrets of the Heart,1997
Starship Troopers,1997
Still Kicking: The Fabulous Palm Springs Follies,1997
Sweethearts?,1997
The Apostle,1997
The Fifth Element,1997
The Lost World: Jurassic Park,1997
The Old Lady and the Pigeons,1997
The Thief,1997
Ulee's Gold,1997
Waco: The Rules of Engagement,1997
Wolfgang,1997
Shakespeare in Love,1998
Saving Private Ryan,1998
Life is Beautiful,1998
Elizabeth,1998
Gods and Monsters,1998
Affliction,1998
The Prince of Egypt,1998
What Dreams May Come,1998
Bunny,1998
Election Night,1998
The Last Days,1998
The Personals: Improvisations on Romance in the Golden Years,1998
The Thin Red Line,1998
Armageddon,1998
Pleasantville,1998
The Truman Show,1998
A Civil Action,1998
A Simple Plan,1998
Central Station,1998
Hilary and Jackie,1998
Out of Sight,1998
Primary Colors,1998
The Mask of Zorro,1998
A Bug's Life,1998
A Place in the Land,1998
American History X,1998
Babe: Pig in the City,1998
Beloved,1998
Bulworth,1998
Children of Heaven,1998
Culture,1998
Dancemaker,1998
Holiday Romance,1998
Jolly Roger,1998
La Carte Postale,1998
Lenny Bruce: Swear to Tell the Truth,1998
Little Voice,1998
Mighty Joe Young,1998
More,1998
Mulan,1998
One True Thing,1998
Patch Adams,1998
Quest for Camelot,1998
Regret to Inform,1998
Sunrise Over Tiananmen Square,1998
Tango,1998
The Canterbury Tales,1998
"The Farm: Angola, USA",1998
The Grandfather,1998
The Horse Whisperer,1998
Velvet Goldmine,1998
Victor,1998
When Life Departs,1998
American Beauty,1999
The Matrix,1999
The Cider House Rules,1999
Topsy-Turvy,1999
Sleepy Hollow,1999
Boys Don't Cry,1999
All About My Mother,1999
"Girl, Interrupted",1999
King Gimp,1999
My Mother Dreams the Satan's Disciples in New York,1999
One Day in September,1999
Tarzan,1999
The Old Man and the Sea,1999
The Red Violin,1999
The Insider,1999
The Sixth Sense,1999
The Talented Mr. Ripley,1999
The Green Mile,1999
Being John Malkovich,1999
Magnolia,1999
Star Wars Episode I: The Phantom Menace,1999
Anna and the King,1999
Music of the Heart,1999
Sweet and Lowdown,1999
The End of the Affair,1999
3 Misses,1999
Angela's Ashes,1999
Austin Powers: The Spy Who Shagged Me,1999
Bicentennial Man,1999
"Bror, Min Bror",1999
Buena Vista Social Club,1999
East/West,1999
Election,1999
Eyewitness,1999
Fight Club,1999
Genghis Blues,1999
Himalaya,1999
Humdrum,1999
Killing Joe,1999
Kleingeld,1999
Life,1999
Major and Minor Miracles,1999
My Grandmother Ironed the King's Shirts,1999
On the Ropes,1999
Snow Falling on Cedars,1999
Solomon & Gaenor,1999
"South Park: Bigger, Longer & Uncut",1999
Speaking in Strings,1999
Stuart Little,1999
The Hurricane,1999
The Mummy,1999
The Straight Story,1999
The Wildest Show in the South: The Angola Prison Rodeo,1999
Titus,1999
Toy Story 2,1999
Tumbleweeds,1999
Under the Sun,1999
When the Day Breaks,1999
Gladiator,2000
"Crouching Tiger, Hidden Dragon",2000
Traffic,2000
Erin Brockovich,2000
Almost Famous,2000
How the Grinch Stole Christmas,2000
Wonder Boys,2000
Pollock,2000
U-571,2000
Big Mama,2000
Father and Daughter,2000
Into the Arms of Strangers: Stories of the Kindertransport,2000
Quiero ser (I want to be...),2000
Chocolat,2000
Billy Elliot,2000
Quills,2000
The Patriot,2000
Cast Away,2000
Malèna,2000
"O Brother, Where Art Thou?",2000
Shadow of the Vampire,2000
The Contender,2000
The Perfect Storm,2000
You Can Count on Me,2000
102 Dalmatians,2000
A Soccer Story,2000
Amores Perros,2000
Before Night Falls,2000
By Courier,2000
Curtain Call,2000
Dancer in the Dark,2000
Divided We Fall,2000
Dolphins,2000
Everybody's Famous!,2000
Hollow Man,2000
Legacy,2000
Long Night's Journey into Day,2000
Meet the Parents,2000
On Tiptoe: Gentle Steps to Freedom,2000
One Day Crossing,2000
Periwig Maker,2000
Rejected,2000
Requiem for a Dream,2000
Scottsboro: An American Tragedy,2000
Seraglio,2000
Sound and Fury,2000
Space Cowboys,2000
The Cell,2000
The Emperor's New Groove,2000
The Man on Lincoln's Nose,2000
The Taste of Others,2000
Vatel,2000
A Beautiful Mind,2001
The Lord of the Rings: The Fellowship of the Ring,2001
Moulin Rouge!,2001
Black Hawk Down,2001
Gosford Park,2001
"Monsters, Inc.",2001
Pearl Harbor,2001
Iris,2001
Monster's Ball,2001
Shrek,2001
Training Day,2001
For the Birds,2001
Murder on a Sunday Morning,2001
No Man's Land,2001
The Accountant,2001
Thoth,2001
Amélie,2001
In the Bedroom,2001
Harry Potter and the Philosopher's Stone,2001
A.I. Artificial Intelligence,2001
Ali,2001
Memento,2001
A Man Thing (Męska Sprawa),2001
Artists and Orphans: A True Drama,2001
Bridget Jones's Diary,2001
Children Underground,2001
Copy Shop,2001
Elling,2001
Fifty Percent Grey,2001
Ghost World,2001
Give Up Yer Aul Sins,2001
Gregor's Greatest Invention,2001
I Am Sam,2001
Jimmy Neutron: Boy Genius,2001
Kate & Leopold,2001
Lagaan,2001
LaLee's Kin: The Legacy of Cotton,2001
Mulholland Drive,2001
Promises,2001
Sexy Beast,2001
Sing!,2001
Son of the Bride,2001
Speed for Thespians,2001
Strange Invaders,2001
Stubble Trouble,2001
The Affair of the Necklace,2001
The Man Who Wasn't There,2001
The Royal Tenenbaums,2001
Vanilla Sky,2001
War Photographer,2001
Chicago,2002
The Pianist,2002
Frida,2002
The Lord of the Rings: The Two Towers,2002
The Hours,2002
Road to Perdition,2002
Adaptation,2002
Talk to Her,2002
8 Mile,2002
Bowling for Columbine,2002
Nowhere in Africa,2002
Spirited Away,2002
The ChubbChubbs!,2002
This Charming Man,2002
Twin Towers,2002
Gangs of New York,2002
Far from Heaven,2002
About Schmidt,2002
Catch Me If You Can,2002
Spider-Man,2002
About a Boy,2002
Das Rad,2002
Daughter from Danang,2002
Fait D'Hiver,2002
Hero,2002
I'll Wait for the Next One (J'Attendrai Le Suivant),2002
Ice Age,2002
Inja (Dog),2002
Johnny Flynton,2002
The Cathedral,2002
Lilo & Stitch,2002
Mighty Times: The Legacy of Rosa Parks,2002
Mike's New Car,2002
Minority Report,2002
Mt. Head,2002
My Big Fat Greek Wedding,2002
Prisoner of Paradise,2002
Spellbound,2002
Spirit: Stallion of the Cimarron,2002
Star Wars Episode II: Attack of the Clones,2002
The Collector of Bedford Street,2002
The Crime of Father Amaro,2002
The Man Without a Past,2002
The Quiet American,2002
The Time Machine,2002
The Wild Thornberrys,2002
Treasure Planet,2002
Unfaithful,2002
Why Can't We Be a Family Again?,2002
Winged Migration,2002
Y tu mamá también,2002
Zus & Zo,2002
The Lord of the Rings: The Return of the King,2003
Master and Commander: The Far Side of the World,2003
Mystic River,2003
Cold Mountain,2003
Finding Nemo,2003
Lost in Translation,2003
The Barbarian Invasions,2003
Chernobyl Heart,2003
Harvie Krumpet,2003
Monster,2003
The Fog of War,2003
Two Soldiers,2003
Seabiscuit,2003
Pirates of the Caribbean: The Curse of the Black Pearl,2003
City of God,2003
The Last Samurai,2003
Girl with a Pearl Earring,2003
House of Sand and Fog,2003
In America,2003
21 Grams,2003
The Triplets of Belleville,2003
(A) Torzija [(A) Torsion],2003
A Mighty Wind,2003
American Splendor,2003
Asylum,2003
Balseros,2003
Big Fish,2003
Boundin',2003
Brother Bear,2003
Capturing the Friedmans,2003
Destino,2003
Die Rote Jacke (The Red Jacket),2003
Dirty Pretty Things,2003
Evil,2003
Ferry Tales,2003
Gone Nutty,2003
Most (The Bridge),2003
My Architect,2003
Nibbles,2003
Pieces of April,2003
Something's Gotta Give,2003
Squash,2003
The Cooler,2003
The Twilight Samurai,2003
The Weather Underground,2003
Thirteen,2003
Twin Sisters,2003
Whale Rider,2003
Želary,2003
Million Dollar Baby,2004
The Aviator,2004
Ray,2004
The Incredibles,2004
Finding Neverland,2004
Sideways,2004
Lemony Snicket's A Series of Unfortunate Events,2004
Spider-Man 2,2004
Eternal Sunshine of the Spotless Mind,2004
The Motorcycle Diaries,2004
The Sea Inside,2004
Born into Brothels: Calcutta's Red Light Kids,2004
Mighty Times: The Children's March,2004
Ryan,2004
Wasp,2004
Hotel Rwanda,2004
The Passion of the Christ,2004
The Phantom of the Opera,2004
The Polar Express,2004
Vera Drake,2004
A Very Long Engagement,2004
Closer,2004
Collateral,2004
Harry Potter and the Prisoner of Azkaban,2004
Shrek 2,2004
The Chorus,2004
7:35 in the Morning,2004
As It is in Heaven,2004
Autism Is a World,2004
Before Sunset,2004
Being Julia,2004
Birthday Boy,2004
Downfall,2004
Everything in This Country Must,2004
Gopher Broke,2004
Guard Dog,2004
Hardwood,2004
House of Flying Daggers,2004
"I, Robot",2004
Kinsey,2004
Little Terrorist,2004
Lorenzo,2004
Maria Full of Grace,2004
Shark Tale,2004
Sister Rose's Passion,2004
Super Size Me,2004
The Children of Leningradsky,2004
The Story of the Weeping Camel,2004
The Village,2004
Troy,2004
Tupac: Resurrection,2004
Twist of Faith,2004
"Two Cars, One Night",2004
Yesterday,2004
Crash,2005
Brokeback Mountain,2005
Memoirs of a Geisha,2005
King Kong,2005
Capote,2005
Walk the Line,2005
The Constant Gardener,2005
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005
Hustle & Flow,2005
Syriana,2005
A Note of Triumph: The Golden Age of Norman Corwin,2005
March of the Penguins,2005
Six Shooter,2005
The Moon and the Son: An Imagined Conversation,2005
Tsotsi,2005
Wallace & Gromit: The Curse of the Were-Rabbit,2005
"Good Night, and Good Luck.",2005
Munich,2005
Pride & Prejudice,2005
Cinderella Man,2005
War of the Worlds,2005
A History of Violence,2005
Mrs. Henderson Presents,2005
North Country,2005
Transamerica,2005
9,2005
Badgered,2005
Batman Begins,2005
Cashback,2005
Charlie and the Chocolate Factory,2005
Corpse Bride,2005
Darwin's Nightmare,2005
Don't Tell,2005
Enron: The Smartest Guys in the Room,2005
God Sleeps in Rwanda,2005
Harry Potter and the Goblet of Fire,2005
Howl's Moving Castle,2005
Joyeux Noël,2005
Junebug,2005
Match Point,2005
Murderball,2005
One Man Band,2005
Our Time is Up,2005
Paradise Now,2005
Sophie Scholl - The Final Days,2005
Star Wars Episode III: Revenge of the Sith,2005
Street Fight,2005
The Death of Kevin Carter: Casualty of the Bang Bang Club,2005
The Last Farm,2005
The Mushroom Club,2005
The Mysterious Geographic Explorations of Jasper Morello,2005
The New World,2005
The Runaway,2005
The Squid and the Whale,2005
The Departed,2006
Pan's Labyrinth,2006
Dreamgirls,2006
Little Miss Sunshine,2006
An Inconvenient Truth,2006
Babel,2006
The Queen,2006
Letters from Iwo Jima,2006
Pirates of the Caribbean: Dead Man's Chest,2006
Happy Feet,2006
Marie Antoinette,2006
The Blood of Yingzhou District,2006
The Danish Poet,2006
The Last King of Scotland,2006
The Lives of Others,2006
West Bank Story,2006
Blood Diamond,2006
Notes on a Scandal,2006
Apocalypto,2006
Children of Men,2006
Little Children,2006
Cars,2006
Flags of Our Fathers,2006
The Devil Wears Prada,2006
The Prestige,2006
United 93,2006
After the Wedding,2006
Binta and the Great Idea,2006
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006
Click,2006
Curse of the Golden Flower,2006
Days of Glory,2006
Deliver Us from Evil,2006
Éramos pocos (One Too Many),2006
Half Nelson,2006
Helmer & Son,2006
Iraq in Fragments,2006
Jesus Camp,2006
Lifted,2006
Maestro,2006
Monster House,2006
"My Country, My Country",2006
No Time for Nuts,2006
Poseidon,2006
Recycled Life,2006
Rehearsing a Dream,2006
Superman Returns,2006
The Black Dahlia,2006
The Good German,2006
The Good Shepherd,2006
The Illusionist,2006
The Little Matchgirl,2006
The Pursuit of Happyness,2006
The Saviour,2006
Two Hands: The Leon Fleisher Story,2006
Venus,2006
Volver,2006
Water,2006
No Country for Old Men,2007
The Bourne Ultimatum,2007
There Will Be Blood,2007
La Vie en Rose,2007
Atonement,2007
Michael Clayton,2007
Ratatouille,2007
Juno,2007
Sweeney Todd: The Demon Barber of Fleet Street,2007
Elizabeth: The Golden Age,2007
The Golden Compass,2007
Freeheld,2007
Once,2007
Peter & the Wolf,2007
Taxi to the Dark Side,2007
The Counterfeiters,2007
The Mozart of Pickpockets,2007
The Diving Bell and the Butterfly,2007
Enchanted,2007
Transformers,2007
3:10 to Yuma,2007
American Gangster,2007
Away from Her,2007
Into the Wild,2007
Pirates of the Caribbean: At World's End,2007
The Assassination of Jesse James by the Coward Robert Ford,2007
The Savages,2007
12,2007
Across the Universe,2007
At Night,2007
August Rush,2007
Beaufort,2007
Charlie Wilson's War,2007
Eastern Promises,2007
Even Pigeons Go to Heaven,2007
Gone Baby Gone,2007
I Met the Walrus,2007
I'm Not There,2007
In the Valley of Elah,2007
Katyń,2007
La Corona,2007
Lars and the Real Girl,2007
Madame Tutli-Putli,2007
Mongol,2007
My Love,2007
No End in Sight,2007
Norbit,2007
Operation Homecoming: Writing the Wartime Experience,2007
Persepolis,2007
Salim Baba,2007
Sari's Mother,2007
Sicko,2007
Surf's Up,2007
Tanghi Argentini,2007
The Kite Runner,2007
The Substitute,2007
The Tonto Woman,2007
War/Dance,2007
Slumdog Millionaire,2008
The Curious Case of Benjamin Button,2008
Milk,2008
The Dark Knight,2008
WALL-E,2008
The Reader,2008
The Duchess,2008
Departures,2008
La Maison en Petits Cubes,2008
Man on Wire,2008
Smile Pinki,2008
Toyland,2008
Vicky Cristina Barcelona,2008
Doubt,2008
Frost/Nixon,2008
Changeling,2008
Revolutionary Road,2008
Frozen River,2008
Iron Man,2008
The Wrestler,2008
Wanted,2008
Australia,2008
Bolt,2008
Defiance,2008
Encounters at the End of the World,2008
Happy-Go-Lucky,2008
Hellboy II: The Golden Army,2008
In Bruges,2008
Kung Fu Panda,2008
Lavatory – Lovestory,2008
Manon on the Asphalt,2008
New Boy,2008
Oktapodi,2008
On the Line (Auf der Strecke),2008
Presto,2008
Rachel Getting Married,2008
Revanche,2008
The Baader Meinhof Complex,2008
The Betrayal – Nerakhoon,2008
The Class,2008
The Conscience of Nhem En,2008
The Final Inch,2008
The Garden,2008
The Pig (Grisen),2008
The Visitor,2008
The Witness: From the Balcony of Room 306,2008
This Way Up,2008
Tropic Thunder,2008
Trouble the Water,2008
Waltz with Bashir,2008
The Hurt Locker,2009
Avatar,2009
Precious,2009
Up,2009
Crazy Heart,2009
Inglourious Basterds,2009
Star Trek,2009
The Young Victoria,2009
The Blind Side,2009
Logorama,2009
Music by Prudence,2009
The Cove,2009
The New Tenants,2009
The Secret in Their Eyes,2009
Up in the Air,2009
District 9,2009
Nine,2009
An Education,2009
The Princess and the Frog,2009
A Serious Man,2009
Fantastic Mr. Fox,2009
Invictus,2009
Sherlock Holmes,2009
The Imaginarium of Doctor Parnassus,2009
The Last Station,2009
The Messenger,2009
The White Ribbon,2009
A Matter of Loaf and Death,2009
A Prophet,2009
A Single Man,2009
Ajami,2009
Bright Star,2009
Burma VJ,2009
China's Unnatural Disaster: The Tears of Sichuan Province,2009
Coco Before Chanel,2009
Coraline,2009
"Food, Inc.",2009
French Roast,2009
Granny O'Grimm's Sleeping Beauty,2009
Harry Potter and the Half-Blood Prince,2009
Il Divo,2009
In the Loop,2009
Instead of Abracadabra,2009
Julie & Julia,2009
Kavi,2009
Miracle Fish,2009
Paris 36,2009
Rabbit à la Berlin,2009
The Door,2009
The Lady and the Reaper,2009
The Last Campaign of Governor Booth Gardner,2009
The Last Truck: Closing of a GM Plant,2009
The Lovely Bones,2009
The Milk of Sorrow,2009
The Most Dangerous Man in America,2009
The Secret of Kells,2009
Transformers: Revenge of the Fallen,2009
Which Way Home,2009
The King's Speech,2010
Inception,2010
The Social Network,2010
The Fighter,2010
Toy Story 3,2010
Alice in Wonderland,2010
Black Swan,2010
God of Love,2010
In a Better World,2010
Inside Job,2010
Strangers No More,2010
The Lost Thing,2010
The Wolfman,2010
True Grit,2010
127 Hours,2010
The Kids Are All Right,2010
Winter's Bone,2010
Biutiful,2010
Harry Potter and the Deathly Hallows – Part 1,2010
How to Train Your Dragon,2010
Animal Kingdom,2010
Another Year,2010
Barney's Version,2010
Blue Valentine,2010
Country Strong,2010
Day & Night,2010
Dogtooth,2010
Exit Through the Gift Shop,2010
Gasland,2010
Hereafter,2010
I Am Love,2010
Incendies,2010
Iron Man 2,2010
Killing in the Name,2010
Let's Pollute,2010
"Madagascar, a Journey Diary",2010
Na Wewe,2010
Outside the Law,2010
Poster Girl,2010
Rabbit Hole,2010
Restrepo,2010
Salt,2010
Sun Come Up,2010
Tangled,2010
The Confession,2010
The Crush,2010
The Gruffalo,2010
The Illusionist,2010
The Tempest,2010
The Town,2010
The Warriors of Qiugang,2010
The Way Back,2010
Tron: Legacy,2010
Unstoppable,2010
Waste Land,2010
Wish 143,2010
The Artist,2011
Hugo,2011
The Iron Lady,2011
The Descendants,2011
The Girl with the Dragon Tattoo,2011
Midnight in Paris,2011
The Help,2011
A Separation,2011
Beginners,2011
Rango,2011
Saving Face,2011
The Fantastic Flying Books of Mr. Morris Lessmore,2011
The Muppets,2011
The Shore,2011
Undefeated,2011
Moneyball,2011
War Horse,2011
Albert Nobbs,2011
Harry Potter and the Deathly Hallows – Part 2,2011
The Tree of Life,2011
Tinker Tailor Soldier Spy,2011
Transformers: Dark of the Moon,2011
Bridesmaids,2011
Extremely Loud & Incredibly Close,2011
My Week with Marilyn,2011
A Better Life,2011
A Cat in Paris,2011
A Morning Stroll,2011
Anonymous,2011
Bullhead,2011
Chico and Rita,2011
Sunday,2011
Drive,2011
Footnote,2011
God Is the Bigger Elvis,2011
Hell and Back Again,2011
If a Tree Falls: A Story of the Earth Liberation Front,2011
In Darkness,2011
Incident in New Baghdad,2011
Jane Eyre,2011
Kung Fu Panda 2,2011
La Luna,2011
Margin Call,2011
Monsieur Lazhar,2011
Paradise Lost 3: Purgatory,2011
Pentecost,2011
Pina,2011
Puss in Boots,2011
Raju,2011
Real Steel,2011
Rio,2011
Rise of the Planet of the Apes,2011
The Adventures of Tintin,2011
The Barber of Birmingham,2011
The Ides of March,2011
The Tsunami and the Cherry Blossom,2011
Time Freak,2011
W.E.,2011
Warrior,2011
Wild Life,2011
Argo,2012
Life of Pi,2012
Les Misérables,2012
Lincoln,2012
Django Unchained,2012
Skyfall,2012
Silver Linings Playbook,2012
Amour,2012
Zero Dark Thirty,2012
Anna Karenina,2012
Brave,2012
Curfew,2012
Inocente,2012
Paperman,2012
Searching for Sugar Man,2012
Beasts of the Southern Wild,2012
The Hobbit: An Unexpected Journey,2012
The Master,2012
Flight,2012
Snow White and the Huntsman,2012
5 Broken Cameras,2012
A Royal Affair,2012
Adam and Dog,2012
Asad,2012
Buzkashi Boys,2012
Chasing Ice,2012
Death of a Shadow,2012
Frankenweenie,2012
Fresh Guacamole,2012
Head over Heels,2012
Henry,2012
Hitchcock,2012
How to Survive a Plague,2012
Kings Point,2012
Kon-Tiki,2012
Mirror Mirror,2012
Mondays at Racine,2012
Moonrise Kingdom,2012
No,2012
Open Heart,2012
ParaNorman,2012
Prometheus,2012
Redemption,2012
Ted,2012
The Avengers,2012
The Gatekeepers,2012
The Impossible,2012
The Invisible War,2012
The Longest Daycare,2012
The Pirates! Band of Misfits,2012
The Sessions,2012
War Witch,2012
Wreck-It Ralph,2012
12 Years a Slave,2013
Gravity,2013
Dallas Buyers Club,2013
Frozen,2013
The Great Gatsby,2013
Her,2013
Blue Jasmine,2013
20 Feet from Stardom,2013
Helium,2013
Mr. Hublot,2013
The Great Beauty,2013
The Lady in Number 6: Music Saved My Life,2013
American Hustle,2013
Captain Phillips,2013
Nebraska,2013
The Wolf of Wall Street,2013
Philomena,2013
The Hobbit: The Desolation of Smaug,2013
August: Osage County,2013
Despicable Me 2,2013
Inside Llewyn Davis,2013
Lone Survivor,2013
The Grandmaster,2013
The Lone Ranger,2013
All is Lost,2013
Before Midnight,2013
CaveDigger,2013
Cutie and the Boxer,2013
Dirty Wars,2013
Do I Have to Take Care of Everything?,2013
Ernest & Celestine,2013
Facing Fear,2013
Feral,2013
Get a Horse!,2013
Iron Man 3,2013
Jackass Presents: Bad Grandpa,2013
Just Before Losing Everything,2013
Karama Has No Walls,2013
Mandela: Long Walk to Freedom,2013
Omar,2013
Possessions,2013
Prison Terminal: The Last Days of Private Jack Hall,2013
Prisoners,2013
Room on the Broom,2013
Saving Mr. Banks,2013
Star Trek Into Darkness,2013
That Wasn't Me,2013
The Act of Killing,2013
The Book Thief,2013
The Broken Circle Breakdown,2013
The Croods,2013
The Hunt,2013
The Invisible Woman,2013
The Missing Picture,2013
The Square,2013
The Voorman Problem,2013
The Wind Rises,2013
Birdman or (The Unexpected Virtue of Ignorance),2014
The Grand Budapest Hotel,2014
Whiplash,2014
The Imitation Game,2014
American Sniper,2014
Boyhood,2014
Interstellar,2014
The Theory of Everything,2014
Ida,2014
Selma,2014
Big Hero 6,2014
Citizenfour,2014
Crisis Hotline: Veterans Press 1,2014
Feast,2014
Still Alice,2014
The Phone Call,2014
Foxcatcher,2014
Mr. Turner,2014
Into the Woods,2014
Unbroken,2014
Guardians of the Galaxy,2014
Inherent Vice,2014
Wild,2014
A Single Life,2014
Aya,2014
Begin Again,2014
Beyond the Lights,2014
Boogaloo and Graham,2014
Butter Lamp,2014
Captain America: The Winter Soldier,2014
Dawn of the Planet of the Apes,2014
Finding Vivian Maier,2014
Glen Campbell: I'll Be Me,2014
Gone Girl,2014
How to Train Your Dragon 2,2014
Joanna,2014
Last Days in Vietnam,2014
Leviathan,2014
Maleficent,2014
Me and My Moulton,2014
Nightcrawler,2014
Our Curse,2014
Parvaneh,2014
Song of the Sea,2014
Tangerines,2014
The Bigger Picture,2014
The Boxtrolls,2014
The Dam Keeper,2014
The Hobbit: The Battle of the Five Armies,2014
The Judge,2014
The Lego Movie,2014
The Reaper,2014
The Salt of the Earth,2014
The Tale of the Princess Kaguya,2014
Timbuktu,2014
"Two Days, One Night",2014
Virunga,2014
White Earth,2014
Wild Tales,2014
X-Men: Days of Future Past,2014
Spotlight,2015
Mad Max: Fury Road,2015
The Revenant,2015
Bridge of Spies,2015
The Big Short,2015
Room,2015
The Danish Girl,2015
The Hateful Eight,2015
Ex Machina,2015
Inside Out,2015
A Girl in the River: The Price of Forgiveness,2015
Amy,2015
Bear Story,2015
Son of Saul,2015
Spectre,2015
Stutterer,2015
The Martian,2015
Carol,2015
Star Wars Episode VII: The Force Awakens,2015
Brooklyn,2015
Sicario,2015
Steve Jobs,2015
45 Years,2015
A War,2015
Anomalisa,2015
Ave Maria,2015
Body Team 12,2015
Boy and the World,2015
Cartel Land,2015
"Chau, Beyond the Lines",2015
Cinderella,2015
Claude Lanzmann: Spectres of the Shoah,2015
Creed,2015
Day One,2015
Embrace of the Serpent,2015
Everything Will Be Okay,2015
Fifty Shades of Grey,2015
Joy,2015
Last Day of Freedom,2015
Mustang,2015
Prologue,2015
Racing Extinction,2015
Sanjay's Super Team,2015
Shaun the Sheep Movie,2015
Shok,2015
Straight Outta Compton,2015
The 100-Year-Old Man Who Climbed Out of the Window and Disappeared,2015
The Hunting Ground,2015
The Look of Silence,2015
Theeb,2015
Trumbo,2015
We Can't Live Without Cosmos,2015
"What Happened, Miss Simone?",2015
When Marnie Was There,2015
Winter on Fire: Ukraine's Fight for Freedom,2015
World of Tomorrow,2015
Youth,2015
Moonlight,2016
La La Land,2016
Hacksaw Ridge,2016
Manchester by the Sea,2016
Arrival,2016
Fences,2016
Fantastic Beasts and Where to Find Them,2016
O.J.: Made in America,2016
Piper,2016
Sing,2016
Suicide Squad,2016
The Jungle Book,2016
The Salesman,2016
The White Helmets,2016
Zootopia,2016
Lion,2016
Hell or High Water,2016
Hidden Figures,2016
Jackie,2016
A Man Called Ove,2016
Deepwater Horizon,2016
